match_id,radiant_win
6,0.6415543346471646
7,0.5608632396703996
10,0.24099376149681817
13,0.5957008089892952
16,0.2580786475143708
18,0.36485202763358937
19,0.42346050521836476
24,0.4964565642904538
33,0.2757968929267355
37,0.4194207052153103
41,0.28388690988283455
42,0.3305037429720496
55,0.27736260725761747
60,0.5243550035940403
62,0.4361139224793244
63,0.45603859645463224
64,0.22167410337150797
71,0.4409110535441456
72,0.30835489554496676
83,0.4159441959940302
85,0.5999377941170545
89,0.7250476012733654
92,0.542506535960613
100,0.7327423809511036
102,0.6277352604680602
108,0.4476902201712263
111,0.5860361003016991
126,0.21769876172373218
130,0.13856296285840838
140,0.5712341930589148
141,0.2710395171497331
152,0.6290109878758826
153,0.571128966045394
159,0.414713685330816
160,0.46549176017826327
163,0.48950157234018754
178,0.4349309762398733
179,0.36935697494206865
181,0.44727376354623904
196,0.22557407689785455
206,0.15687508738475306
209,0.4684603730007897
216,0.4963602402704213
228,0.14767076736559423
230,0.37623448436368184
242,0.5064866396233572
245,0.2035898615660412
261,0.41529478408170745
274,0.386238470387879
282,0.578581612023395
289,0.4684477442742137
296,0.16290932309242506
297,0.4919748248983027
302,0.30524817118155
304,0.02865901425262103
313,0.5814097066965871
316,0.45351449512636904
317,0.3986930800936931
344,0.5764136380460763
348,0.5393388225515998
352,0.3940754776142868
354,0.45894963936202293
361,0.3558815843669858
362,0.28766804316482575
363,0.6178537397116257
365,0.3057263630777013
375,0.37716426842530293
380,0.3635879468459739
384,0.4739343123435157
394,0.6073422649072826
399,0.486539154283612
404,0.5171883062635957
406,0.4490104177538539
430,0.21357012120345753
432,0.2936473280226551
443,0.35736142615362493
463,0.49270843378694734
467,0.45306560939872387
474,0.24355091640387383
488,0.30587545177273046
502,0.6946721033166561
503,0.3048380997471964
507,0.318569187454648
508,0.4067906377312488
509,0.40625303405268176
516,0.3217314953732436
528,0.27655087801046535
542,0.45126609612748886
547,0.22183194632441022
552,0.47776469485329076
555,0.4415395485558787
561,0.4823678962183078
569,0.6187687217058724
575,0.7947506164068497
576,0.5987397221337516
582,0.24009921100215717
585,0.37919509776280497
586,0.409880270006052
590,0.5542333950854326
592,0.3251439727620468
598,0.3464849204059154
599,0.31895340638112024
600,0.5202197993124309
601,0.46943697337602647
603,0.33774605614375675
617,0.4185109486022596
628,0.45840111157495983
634,0.2601996078191763
635,0.28072422782281625
639,0.3964610625273079
644,0.5097905070675777
646,0.4959458413927462
650,0.1969342113222347
659,0.5732146592417655
663,0.3377746846652915
668,0.505753058595509
670,0.34560751218013064
678,0.3946993411962805
679,0.2678186067315028
686,0.6266546472180977
694,0.28813064385315856
696,0.6299740043576993
702,0.6696688476706778
709,0.31017883208807173
712,0.3111825605840166
723,0.2793411320333049
729,0.3846763420850232
733,0.5858786359627792
735,0.39784702639289615
737,0.3403371075460179
749,0.5777266518265896
752,0.38405438263373237
767,0.6705294271250348
771,0.280474060814902
778,0.4020328882916571
780,0.5488269712283806
790,0.45668259929869
797,0.34949951763109105
802,0.29539572073119374
805,0.5768293510401202
807,0.5293940145686695
808,0.6011377712948693
811,0.33834134145643313
815,0.23453714004571102
820,0.5709839409036142
838,0.23869890852262002
861,0.22754884303528292
886,0.30072452038863484
889,0.1655182064573794
904,0.450825886747698
913,0.45139245078906576
928,0.4928766173544555
931,0.47305106059074875
932,0.5424034190368066
945,0.5459915398321938
953,0.6105358779726324
955,0.3804661583013759
970,0.4703530769560356
972,0.3852458729935172
978,0.45728297197481227
982,0.5729309972816563
983,0.5298351649822808
984,0.39718945974528086
987,0.468284221889518
1000,0.48741461076378123
1006,0.44684966045933894
1014,0.5829295681324862
